# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-153970
# Timestamp: Thu, 16-Mar-2023 02:36:02
Gene ID	Gene Name	'Severe acute respiratory syndrome coronavirus 2' vs 'mock' .foldChange	'Severe acute respiratory syndrome coronavirus 2' vs 'mock'.pValue
ENSG00000107731	UNC5B	-0.7	6.89468865902776E-8
ENSG00000107736	CDH23	-0.6	0.0989909830065234
ENSG00000107738	VSIR	-0.3	0.0244751159461395
ENSG00000107742	SPOCK2	-0.6	0.0527584080178575
ENSG00000107745	MICU1	-0.1	0.488752133638577
ENSG00000107758	PPP3CB	-0.1	0.887780488714005
ENSG00000107779	BMPR1A	0.1	0.807028364439699
ENSG00000107789	MINPP1	-0.2	0.358354328341947
ENSG00000107796	ACTA2	-0.4	0.0230180452457133
ENSG00000107798	LIPA	-0.1	0.673938316519491
ENSG00000107815	TWNK	-0.2	0.5552001069176
ENSG00000107816	LZTS2	-0.3	0.0305431490288524
ENSG00000107819	SFXN3	0.1	0.582472234192845
ENSG00000107821	KAZALD1	-0.5	0.178089210444825
ENSG00000107829	FBXW4	-0.2	0.439154913084309
ENSG00000107862	GBF1	0.1	0.825044487078733
ENSG00000107863	ARHGAP21	-0.3	0.0343882579639681
ENSG00000107872	FBXL15	-0.2	0.310549266154006
ENSG00000107874	CUEDC2	-0.2	0.374616015595785
ENSG00000107882	SUFU	-0.2	0.433743854977917
ENSG00000107890	ANKRD26	-0.1	0.805866778824595
ENSG00000107902	LHPP	0.1	0.699399967211954
ENSG00000107938	EDRF1	0.2	0.526106618636194
ENSG00000107949	BCCIP	0.1	0.864335221578595
ENSG00000107951	MTPAP	0.1	0.74149142525679
ENSG00000107954	NEURL1	-0.2	0.780177105946594
ENSG00000107960	STN1	-0.3	0.0526945033592071
ENSG00000107968	MAP3K8	1.1	1.14613620121526E-11
ENSG00000107984	DKK1	-0.5	0.0020323909004388
ENSG00000108021	TASOR2	-0.2	0.286954469186146
ENSG00000108039	XPNPEP1	0.2	0.157066730270106
ENSG00000108055	SMC3	-0.1	0.573460565561632
ENSG00000108061	SHOC2	0.2	0.416071753017922
ENSG00000108091	CCDC6	0.1	0.758252020811763
ENSG00000108094	CUL2	0.2	0.290011165743634
ENSG00000108106	UBE2S	0.3	0.161183472660188
ENSG00000108175	ZMIZ1	-0.4	0.0506042219565291
ENSG00000108176	DNAJC12	-0.4	0.40885674456195
ENSG00000108179	PPIF	0.1	0.565972572719013
ENSG00000108187	PBLD	0.1	0.898729446639215
ENSG00000108219	TSPAN14	0.3	0.0214922725883609
ENSG00000108239	TBC1D12	0.1	0.766507135349383
ENSG00000108242	CYP2C18	0.2	0.716273576521116
ENSG00000108244	KRT23	0.8	2.06634683082076E-14
ENSG00000108256	NUFIP2	-0.1	0.652479279943105
ENSG00000108262	GIT1	-0.3	0.0324913771174665
ENSG00000108306	FBXL20	-0.1	0.576099750379554
ENSG00000108312	UBTF	-0.1	0.768095642570612
ENSG00000108342	CSF3	2.9	7.32098585619534E-66
ENSG00000108349	CASC3	0.1	0.797724662825693
ENSG00000108352	RAPGEFL1	-0.7	0.00138265864825763
ENSG00000108370	RGS9	-0.6	0.0301338196632919
ENSG00000108375	RNF43	0.1	0.727889436786598
ENSG00000108379	WNT3	-0.3	0.447516950132798
ENSG00000108389	MTMR4	-0.1	0.643724305192266
ENSG00000108395	TRIM37	-0.2	0.316454955885535
ENSG00000108406	DHX40	0.1	0.561644260493207
ENSG00000108423	TUBD1	-0.1	0.913680937990673
ENSG00000108424	KPNB1	0.3	0.00680108887184815
ENSG00000108433	GOSR2	0.3	0.00592339694371374
ENSG00000108443	RPS6KB1	0.1	0.791673487862225
ENSG00000108448	TRIM16L	0.6	1.53148996406572E-4
ENSG00000108468	CBX1	0.1	0.887780488714005
ENSG00000108474	PIGL	-0.4	0.0740327841848819
ENSG00000108479	GALK1	-0.4	0.00987298639153465
ENSG00000108506	INTS2	-0.1	0.898729446639215
ENSG00000108510	MED13	-0.1	0.741563139507156
ENSG00000108511	HOXB6	0.3	0.638403483334037
ENSG00000108515	ENO3	0.4	0.395906066017547
ENSG00000108518	PFN1	0.4	0.00118879983626458
ENSG00000108523	RNF167	0.2	0.515268305734193
ENSG00000108528	SLC25A11	-0.2	0.155180757928199
ENSG00000108551	RASD1	0.3	0.278610572634528
ENSG00000108557	RAI1	-0.3	0.297945152604148
ENSG00000108559	NUP88	0.3	0.0254597870140897
ENSG00000108582	CPD	-0.5	2.98700156725323E-5
ENSG00000108587	GOSR1	0.2	0.130528828267931
ENSG00000108588	CCDC47	-0.1	0.549841605431027
ENSG00000108590	MED31	0.1	0.889572875339458
ENSG00000108591	DRG2	0.1	0.799908636308568
ENSG00000108592	FTSJ3	-0.1	0.860462730267165
ENSG00000108599	AKAP10	-0.1	0.757987421015135
ENSG00000108602	ALDH3A1	-1.1	1.87515012540047E-4
ENSG00000108604	SMARCD2	-0.2	0.30207732719116
ENSG00000108622	ICAM2	0.2	0.747121110041952
ENSG00000108651	UTP6	0.1	0.66948722525763
ENSG00000108654	DDX5	0.1	0.764125404063141
ENSG00000108666	C17orf75	0.1	0.668386873849752
ENSG00000108671	PSMD11	0.1	0.460942726480703
ENSG00000108679	LGALS3BP	-0.2	0.220163943953849
ENSG00000108691	CCL2	-0.3	0.45760894609753
ENSG00000108733	PEX12	-0.1	0.927850128323099
ENSG00000108773	KAT2A	-0.2	0.273828418382473
ENSG00000108774	RAB5C	0.2	0.716021922466685
ENSG00000108784	NAGLU	-0.3	0.0813879495630813
ENSG00000108786	HSD17B1	0.4	0.120894574783924
ENSG00000108797	CNTNAP1	-0.4	0.351975023874585
ENSG00000108799	EZH1	-0.1	0.700326134526508
ENSG00000108819	PPP1R9B	-0.2	0.716689799437587
ENSG00000108821	COL1A1	0.9	0.00305828889860795
ENSG00000108826	MRPL27	0.1	0.703494039664927
ENSG00000108829	LRRC59	0.4	0.00736295792034933
ENSG00000108830	RND2	-0.5	0.199754116413712
ENSG00000108839	ALOX12	-0.5	0.225735138835592
ENSG00000108840	HDAC5	-0.7	2.22053464373327E-6
ENSG00000108846	ABCC3	-0.1	0.837314462932153
ENSG00000108848	LUC7L3	0.2	0.460449000843117
ENSG00000108852	MPP2	-0.3	0.454586337025735
ENSG00000108854	SMURF2	0.6	2.87167800181495E-4
ENSG00000108861	DUSP3	0.1	0.364946990092074
ENSG00000108883	EFTUD2	-0.1	0.815633736868161
ENSG00000108946	PRKAR1A	0.1	0.751968030489394
ENSG00000108947	EFNB3	-0.1	0.839725503773741
ENSG00000108950	FAM20A	-0.8	0.0220108643223713
ENSG00000108953	YWHAE	0.3	0.0187828123286355
ENSG00000108960	MMD	0.4	0.0143568518070458
ENSG00000108961	RANGRF	-0.3	0.476876676853762
ENSG00000108963	DPH1	-0.2	0.461082091697725
ENSG00000108984	MAP2K6	-0.4	0.401461464431832
ENSG00000109046	WSB1	0.3	0.102239706576144
ENSG00000109062	SLC9A3R1	-0.2	0.164155097789741
ENSG00000109063	MYH3	-0.1	0.897557965085104
ENSG00000109065	NAT9	0.1	0.83803840970696
ENSG00000109079	TNFAIP1	0.4	3.99737367345994E-4
ENSG00000109083	IFT20	0.1	0.766533672799547
ENSG00000109084	TMEM97	-0.2	0.717546407770123
ENSG00000109089	CDR2L	0.3	0.229815054605928
ENSG00000109103	UNC119	-0.1	0.469146593669406
ENSG00000109107	ALDOC	-0.4	0.00519554900803844
ENSG00000109111	SUPT6H	0.1	0.876759590098502
ENSG00000109171	SLAIN2	0.1	0.847160159705841
ENSG00000109180	OCIAD1	0.2	0.364946990092074
ENSG00000109182	CWH43	0.9	0.0106129083096805
ENSG00000109184	DCUN1D4	0.2	0.555064174215856
ENSG00000109189	USP46	0.1	0.663980978509156
ENSG00000109193	SULT1E1	0.2	0.74588715509785
ENSG00000109220	CHIC2	0.3	0.0236346814652821
ENSG00000109255	NMU	-0.2	0.789823094223367
ENSG00000109270	LAMTOR3	0.2	0.568521863513269
ENSG00000109320	NFKB1	0.3	0.0126704330094802
ENSG00000109321	AREG	0.9	7.24836254926403E-13
ENSG00000109323	MANBA	-0.2	0.367230045558208
ENSG00000109332	UBE2D3	0.1	0.498996896495208
ENSG00000109381	ELF2	-0.3	0.256117329436419
ENSG00000109390	NDUFC1	0.1	0.597465032799067
ENSG00000109436	TBC1D9	-0.2	0.285935933707586
ENSG00000109445	ZNF330	-0.3	0.0507141419892656
ENSG00000109452	INPP4B	0.5	3.79567208800309E-5
ENSG00000109458	GAB1	-0.2	0.637322284014819
ENSG00000109466	KLHL2	-0.3	0.071750940047207
ENSG00000109472	CPE	-0.2	0.350140964585054
ENSG00000109475	RPL34	0.2	0.185619274176859
ENSG00000109501	WFS1	-0.2	0.307414182221373
ENSG00000109511	ANXA10	-0.8	0.00187104553857808
ENSG00000109519	GRPEL1	-0.1	0.806053636090043
ENSG00000109534	GAR1	0.2	0.561644260493207
ENSG00000109536	FRG1	0.3	0.127282968048016
ENSG00000109572	CLCN3	0.1	0.634731636561675
ENSG00000109576	AADAT	0.2	0.781078047955654
ENSG00000109606	DHX15	0.1	0.43331944313653
ENSG00000109610	SOD3	-0.2	0.767397489772773
ENSG00000109618	SEPSECS	-0.2	0.435146886439696
ENSG00000109667	SLC2A9	-0.3	0.147477454751851
ENSG00000109670	FBXW7	-0.1	0.735149752527138
ENSG00000109680	TBC1D19	0.3	0.276621710815109
ENSG00000109686	SH3D19	0.1	0.778378825473542
ENSG00000109689	STIM2	-0.5	2.94256633732562E-4
ENSG00000109736	MFSD10	0.2	0.214977469038401
ENSG00000109738	GLRB	-0.3	0.274494412505323
ENSG00000109743	BST1	-0.3	0.550948711083441
ENSG00000109756	RAPGEF2	0.4	0.136483128954147
ENSG00000109762	SNX25	-0.3	0.121079069498059
ENSG00000109771	LRP2BP	-0.1	0.933481065485386
ENSG00000109775	UFSP2	0.2	0.503299873460456
ENSG00000109787	KLF3	-0.2	0.352723324703695
ENSG00000109790	KLHL5	0.2	0.180253620388529
ENSG00000109794	FAM149A	-0.1	0.917915436055773
ENSG00000109814	UGDH	0.1	0.850502718329468
ENSG00000109819	PPARGC1A	-1.6	4.04576010299574E-16
ENSG00000109846	CRYAB	0.2	0.650494516234507
ENSG00000109854	HTATIP2	-0.2	0.0834494713569311
ENSG00000109861	CTSC	0.6	7.49684792201307E-7
ENSG00000109881	CCDC34	-0.1	0.826053517152454
ENSG00000109906	ZBTB16	-1.3	5.22664476246033E-9
ENSG00000109911	ELP4	0.1	0.728198230333985
ENSG00000109919	MTCH2	0.1	0.498033581307526
ENSG00000109920	FNBP4	-0.1	0.836647787195375
ENSG00000109929	SC5D	-0.9	6.55953874316854E-8
ENSG00000109944	JHY	-0.1	0.895693695794676
ENSG00000109971	HSPA8	0.2	0.0522022543134111
ENSG00000110002	VWA5A	-0.4	0.00113187964364864
ENSG00000110011	DNAJC4	-0.2	0.402100574433409
ENSG00000110013	SIAE	-0.2	0.649578271645341
ENSG00000110031	LPXN	0.9	5.17670894433084E-12
ENSG00000110042	DTX4	-0.2	0.162696789449491
ENSG00000110046	ATG2A	-0.1	0.77460049917037
ENSG00000110047	EHD1	0.6	1.21759212606218E-5
ENSG00000110048	OSBP	-0.1	0.52395933447644
ENSG00000110057	UNC93B1	-0.4	0.00153873796009532
ENSG00000110060	PUS3	0.1	0.896184137408542
ENSG00000110063	DCPS	-0.1	0.896612263211723
ENSG00000110066	KMT5B	0.2	0.422249053135157
ENSG00000110074	FOXRED1	0.2	0.297380554963121
ENSG00000110075	PPP6R3	0.1	0.839028843518752
ENSG00000110080	ST3GAL4	-0.1	0.86495108874251
ENSG00000110090	CPT1A	-0.5	0.0732933169367856
ENSG00000110092	CCND1	0.1	0.684713932942344
ENSG00000110107	PRPF19	-0.1	0.878228374501951
ENSG00000110108	TMEM109	-0.1	0.777401477481945
ENSG00000110171	TRIM3	-0.3	0.193816103007645
ENSG00000110172	CHORDC1	0.3	0.235153997829633
ENSG00000110195	FOLR1	-0.4	0.0376825330255505
ENSG00000110200	ANAPC15	0.3	0.417252876260463
ENSG00000110203	FOLR3	-0.4	0.099036053724399
ENSG00000110218	PANX1	0.2	0.0948833435901004
ENSG00000110237	ARHGEF17	-0.1	0.726856555271297
ENSG00000110315	RNF141	0.2	0.514433778357997
ENSG00000110318	CEP126	-0.1	0.773085581501781
ENSG00000110321	EIF4G2	0.3	0.00512455459700092
ENSG00000110324	IL10RA	0.4	0.269024316533547
ENSG00000110328	GALNT18	0.1	0.728630495836797
ENSG00000110330	BIRC2	0.3	0.0522121661167633
ENSG00000110344	UBE4A	0.1	0.716516810361831
ENSG00000110367	DDX6	0.1	0.5552001069176
ENSG00000110375	UPK2	0.3	0.582149329925326
ENSG00000110395	CBL	-0.2	0.50844397657627
ENSG00000110400	NECTIN1	-0.2	0.18085357177217
ENSG00000110422	HIPK3	-0.1	0.489042374348377
ENSG00000110427	KIAA1549L	0.4	0.208839538035848
ENSG00000110429	FBXO3	0.2	0.317282020392218
ENSG00000110435	PDHX	-0.2	0.435146886439696
ENSG00000110442	COMMD9	0.2	0.320955002966804
ENSG00000110446	SLC15A3	-0.2	0.641961659263765
ENSG00000110455	ACCS	-0.2	0.701143191590054
ENSG00000110492	MDK	-0.3	0.19386959327476
ENSG00000110497	AMBRA1	0.1	0.722361975631966
ENSG00000110514	MADD	-0.3	0.0864848235161269
ENSG00000110536	PTPMT1	-0.1	0.725219126188103
ENSG00000110619	CARS1	0.4	7.28414187413367E-4
ENSG00000110628	SLC22A18	-0.4	0.0944825665675791
ENSG00000110651	CD81	-0.1	0.681890899421263
ENSG00000110660	SLC35F2	0.1	0.69018441421997
ENSG00000110693	SOX6	-0.4	0.305868816974591
ENSG00000110696	C11orf58	0.2	0.443774937406917
ENSG00000110697	PITPNM1	-0.1	0.789724106706187
ENSG00000110700	RPS13	0.2	0.302855120508654
ENSG00000110711	AIP	-0.4	0.0032069453833408
ENSG00000110713	NUP98	-0.1	0.722061328563815
ENSG00000110717	NDUFS8	-0.1	0.474101951280418
ENSG00000110719	TCIRG1	-0.2	0.359774366534747
ENSG00000110721	CHKA	-0.2	0.611263900163582
ENSG00000110756	HPS5	-0.1	0.673028864439351
ENSG00000110799	VWF	0.1	0.874109923420187
ENSG00000110801	PSMD9	0.1	0.773085581501781
ENSG00000110811	P3H3	-0.4	0.0423307760872273
ENSG00000110852	CLEC2B	-1.0	2.86454604057172E-4
ENSG00000110876	SELPLG	-0.2	0.807822140486783
ENSG00000110880	CORO1C	0.2	0.166572318197051
ENSG00000110888	CAPRIN2	-0.1	0.853265040407099
ENSG00000110906	KCTD10	0.2	0.0822767586264285
ENSG00000110911	SLC11A2	0.5	8.73243531809799E-7
ENSG00000110917	MLEC	0.1	0.555064174215856
ENSG00000110921	MVK	-0.1	0.795749208566267
ENSG00000110925	CSRNP2	0.3	0.0905313292237323
ENSG00000110931	CAMKK2	0.2	0.433743854977917
ENSG00000110944	IL23A	1.8	5.74847409743907E-19
ENSG00000110958	PTGES3	0.2	0.248068955558414
ENSG00000110987	BCL7A	-0.1	0.647019695742413
ENSG00000111011	RSRC2	0.2	0.37143717649531
ENSG00000111012	CYP27B1	0.3	0.39329084126346
ENSG00000111057	KRT18	0.2	0.435740522410954
ENSG00000111058	ACSS3	-0.1	0.859983961352162
ENSG00000111077	TNS2	-0.5	0.0600317136557772
ENSG00000111110	PPM1H	-0.8	6.16407598715856E-9
ENSG00000111142	METAP2	0.1	0.592792718379081
ENSG00000111144	LTA4H	0.1	0.825874618241683
ENSG00000111145	ELK3	0.4	4.59564050815899E-4
ENSG00000111181	SLC6A12	-1.8	5.27789049626879E-11
ENSG00000111186	WNT5B	0.3	0.0745546068520773
ENSG00000111196	MAGOHB	0.2	0.534537636354245
ENSG00000111199	TRPV4	-0.9	3.68299274240481E-9
ENSG00000111224	PARP11	0.2	0.678888544471417
ENSG00000111229	ARPC3	0.2	0.119134018710303
ENSG00000111237	VPS29	0.2	0.1991970311403
ENSG00000111247	RAD51AP1	0.1	0.935372952224392
ENSG00000111249	CUX2	0.3	0.232748728804058
ENSG00000111254	AKAP3	-0.1	0.924228233608138
ENSG00000111266	DUSP16	0.3	0.21173235740125
ENSG00000111269	CREBL2	0.1	0.69018441421997
ENSG00000111271	ACAD10	-0.3	0.0965981507924318
ENSG00000111300	NAA25	-0.1	0.605298548161185
ENSG00000111319	SCNN1A	-0.7	9.50901793312675E-10
ENSG00000111321	LTBR	-0.1	0.66948722525763
ENSG00000111325	OGFOD2	-0.1	0.849095871549353
ENSG00000111328	CDK2AP1	0.1	0.731470379077357
ENSG00000111331	OAS3	-0.2	0.358354328341947
ENSG00000111335	OAS2	-0.2	0.605298548161185
ENSG00000111344	RASAL1	0.3	0.623535621090215
ENSG00000111348	ARHGDIB	-0.1	0.603498157804418
ENSG00000111358	GTF2H3	0.2	0.490164298188687
ENSG00000111364	DDX55	-0.2	0.636829866559028
ENSG00000111412	SPRING1	-0.1	0.756037391688371
ENSG00000111445	RFC5	-0.3	0.297559656111234
ENSG00000111450	STX2	0.2	0.347803497734337
ENSG00000111481	COPZ1	0.2	0.328633775383094
ENSG00000111490	TBC1D30	-0.5	0.235470430013816
ENSG00000111540	RAB5B	0.2	0.0447533609594241
ENSG00000111554	MDM1	-0.1	0.833312071069749
ENSG00000111581	NUP107	-0.1	0.560235741856381
ENSG00000111596	CNOT2	-0.1	0.428583933039307
ENSG00000111602	TIMELESS	-0.3	0.237492399216781
ENSG00000111605	CPSF6	0.1	0.668308984342714
ENSG00000111615	KRR1	0.1	0.666884395787684
ENSG00000111639	MRPL51	0.1	0.834495166461867
ENSG00000111640	GAPDH	0.1	0.468651447700336
ENSG00000111642	CHD4	-0.2	0.554760331284933
ENSG00000111647	UHRF1BP1L	0.1	0.795327821873102
ENSG00000111652	COPS7A	0.1	0.50641466618212
ENSG00000111653	ING4	-0.2	0.386578538128555
ENSG00000111665	CDCA3	-0.4	0.395131100212004
ENSG00000111666	CHPT1	-0.4	0.0146395249705252
ENSG00000111667	USP5	0.1	0.636431808873972
ENSG00000111670	GNPTAB	-0.3	0.0162986930691556
ENSG00000111671	SPSB2	-0.3	0.412991590287025
ENSG00000111674	ENO2	-0.4	0.0122709074093639
ENSG00000111678	C12orf57	-0.2	0.480723522113769
ENSG00000111679	PTPN6	-0.4	0.0380750964313878
ENSG00000111684	LPCAT3	-0.3	0.0574416551952872
ENSG00000111700	SLCO1B3	0.2	0.682621127774209
ENSG00000111711	GOLT1B	0.3	0.16372639536471
ENSG00000111716	LDHB	-0.3	0.322828853902804
ENSG00000111725	PRKAB1	-0.1	0.805907768759995
ENSG00000111726	CMAS	0.2	0.378191326646771
ENSG00000111727	HCFC2	0.1	0.750566133263468
ENSG00000111728	ST8SIA1	-1.0	9.59130442154044E-4
ENSG00000111731	C2CD5	0.1	0.80195366636535
ENSG00000111737	RAB35	0.1	0.698154595774067
ENSG00000111752	PHC1	-0.1	0.902877516128618
ENSG00000111775	COX6A1	0.1	0.805688294547671
ENSG00000111785	RIC8B	-0.3	0.155239146192775
ENSG00000111786	SRSF9	0.1	0.640672606104067
ENSG00000111799	COL12A1	0.4	0.0455602949274612
ENSG00000111801	BTN3A3	-0.1	0.629893268597219
ENSG00000111802	TDP2	0.1	0.809042567735061
ENSG00000111816	FRK	0.3	0.158173312466405
ENSG00000111817	DSE	0.2	0.0594859376504607
ENSG00000111832	RWDD1	0.1	0.597091523778636
ENSG00000111845	PAK1IP1	0.1	0.678139233063838
ENSG00000111846	GCNT2	0.2	0.41294658351911
ENSG00000111859	NEDD9	0.2	0.144072288660167
ENSG00000111860	CEP85L	-0.1	0.766165022782574
ENSG00000111875	ASF1A	0.3	0.153686091225338
ENSG00000111877	MCM9	-0.2	0.528535055129756
ENSG00000111880	RNGTT	0.1	0.617966161788878
ENSG00000111885	MAN1A1	-0.3	0.146800389117149
ENSG00000111906	HDDC2	-0.1	0.727889436786598
ENSG00000111907	TPD52L1	-0.2	0.121963607519816
ENSG00000111911	HINT3	0.2	0.579232728631453
ENSG00000111912	NCOA7	0.7	1.71043435602366E-4
ENSG00000111961	SASH1	-0.7	9.09730731418099E-6
ENSG00000111962	UST	-0.4	0.0534984132671199
ENSG00000111981	ULBP1	1.0	6.52875372438908E-7
ENSG00000112029	FBXO5	0.2	0.72957526389591
ENSG00000112031	MTRF1L	0.2	0.41687046461414
ENSG00000112033	PPARD	0.8	7.3122435080711E-9
ENSG00000112039	FANCE	-1.0	5.10299066205419E-6
ENSG00000112078	KCTD20	0.1	0.684713932942344
ENSG00000112079	STK38	-0.1	0.668386873849752
ENSG00000112081	SRSF3	0.4	0.00397457078044809
ENSG00000112096	SOD2	-0.5	0.00301357358186654
ENSG00000112110	MRPL18	-0.1	0.858138481943919
ENSG00000112118	MCM3	-0.1	0.604214556236641
ENSG00000112130	RNF8	-0.1	0.845140437477294
ENSG00000112137	PHACTR1	-0.2	0.724060587827373
ENSG00000112139	MDGA1	-0.4	0.399957776072755
ENSG00000112144	CILK1	-0.2	0.582591314379473
ENSG00000112146	FBXO9	0.1	0.776330805123718
ENSG00000112149	CD83	0.5	0.150675826064296
ENSG00000112159	MDN1	-0.1	0.800106001900823
ENSG00000112182	BACH2	0.2	0.776283593004288
ENSG00000112183	RBM24	0.5	0.132978541426553
ENSG00000112186	CAP2	0.2	0.404186034315857
ENSG00000112200	ZNF451	0.2	0.427688487106319
ENSG00000112208	BAG2	-0.3	0.288027874324261
ENSG00000112237	CCNC	0.2	0.70685737342565
ENSG00000112242	E2F3	0.1	0.623094118045567
ENSG00000112276	BVES	0.3	0.215281786356091
ENSG00000112290	WASF1	0.1	0.727090989930777
ENSG00000112293	GPLD1	-0.2	0.792981022699915
ENSG00000112294	ALDH5A1	-0.6	0.00215656887705992
ENSG00000112297	CRYBG1	-0.2	0.278525731147029
ENSG00000112299	VNN1	1.2	9.33343570652261E-7
ENSG00000112303	VNN2	-0.1	0.926215626377372
ENSG00000112305	SMAP1	0.2	0.354043136830392
ENSG00000112306	RPS12	0.1	0.427247242138324
ENSG00000112308	C6orf62	0.3	0.207231917974408
ENSG00000112312	GMNN	-0.4	0.0957134757752131
ENSG00000112319	EYA4	-0.5	0.21956608429791
ENSG00000112320	SOBP	0.1	0.854306728687645
ENSG00000112335	SNX3	0.2	0.228020545055871
ENSG00000112357	PEX7	0.1	0.78722008926124
ENSG00000112365	ZBTB24	-0.3	0.253630919149832
ENSG00000112367	FIG4	0.1	0.791673487862225
ENSG00000112379	ARFGEF3	-0.2	0.377684867243411
ENSG00000112406	HECA	-0.2	0.509014257525642
ENSG00000112419	PHACTR2	0.3	0.123886896654701
ENSG00000112425	EPM2A	-0.2	0.586236122967071
ENSG00000112473	SLC39A7	0.2	0.392300848987303
ENSG00000112511	PHF1	-0.5	0.00291936471354832
ENSG00000112514	CUTA	-0.1	0.579078658024286
ENSG00000112531	QKI	0.1	0.410061224127567
ENSG00000112541	PDE10A	-0.2	0.767397489772773
ENSG00000112559	MDFI	0.1	0.891881299192933
ENSG00000112562	SMOC2	0.1	0.897063833203546
ENSG00000112576	CCND3	0.2	0.299043505707273
ENSG00000112578	BYSL	0.1	0.736276044199726
ENSG00000112584	FAM120B	-0.1	0.746627329255906
ENSG00000112592	TBP	0.2	0.439899036651485
ENSG00000112624	BICRAL	0.1	0.764992590569673
ENSG00000112640	PPP2R5D	-0.1	0.587518637688299
ENSG00000112651	MRPL2	-0.2	0.257994829910315
ENSG00000112655	PTK7	-0.1	0.467879851204378
ENSG00000112658	SRF	0.1	0.826390142228162
ENSG00000112659	CUL9	-0.3	0.078998482500559
ENSG00000112679	DUSP22	0.2	0.450149359634417
ENSG00000112695	COX7A2	0.2	0.312617966772396
ENSG00000112699	GMDS	-0.2	0.502097882314688
ENSG00000112739	PRPF4B	0.2	0.399733814732923
ENSG00000112742	TTK	-0.1	0.837147573153262
ENSG00000112759	SLC29A1	-0.9	1.36406415749085E-10
ENSG00000112763	BTN2A1	0.3	0.0916815200232068
ENSG00000112769	LAMA4	-1.0	5.40577797926278E-14
ENSG00000112773	TENT5A	-0.4	0.0380133508109761
ENSG00000112782	CLIC5	0.2	0.773305397128813
ENSG00000112787	FBRSL1	0.5	0.00286158680844208
ENSG00000112796	ENPP5	-0.3	0.120827885919868
ENSG00000112812	PRSS16	-0.1	0.898192846813979
ENSG00000112837	TBX18	0.1	0.939221459500695
ENSG00000112852	PCDHB2	0.4	0.156186296557012
ENSG00000112855	HARS2	0.1	0.654193190074243
ENSG00000112874	NUDT12	-0.1	0.874109923420187
ENSG00000112877	CEP72	0.3	0.489645012181412
ENSG00000112893	MAN2A1	0.4	0.010891310159642
ENSG00000112902	SEMA5A	-0.5	0.0934604440084295
ENSG00000112941	TENT4A	-0.3	0.113405507031597
ENSG00000112964	GHR	0.4	0.398427410540725
ENSG00000112972	HMGCS1	0.1	0.883350621278816
ENSG00000112981	NME5	0.1	0.901865882147787
ENSG00000112983	BRD8	-0.1	0.655010470513663
ENSG00000112992	NNT	-0.2	0.12995350309941
ENSG00000113068	PFDN1	0.3	0.0462262850725153
ENSG00000113070	HBEGF	1.3	5.11468396532146E-16
ENSG00000113083	LOX	0.3	0.541576523216095
ENSG00000113108	APBB3	-0.4	0.196523726011626
ENSG00000113119	TMCO6	-0.5	0.0185315712106174
ENSG00000113141	IK	-0.1	0.417244177903102
ENSG00000113161	HMGCR	0.3	0.0737786473690841
ENSG00000113163	CERT1	0.1	0.806119501117468
ENSG00000113194	FAF2	0.1	0.466147782942011
ENSG00000113205	PCDHB3	-0.4	0.357735581303285
ENSG00000113209	PCDHB5	0.2	0.688530448108568
ENSG00000113231	PDE8B	0.2	0.768843175926864
ENSG00000113240	CLK4	-0.3	0.0958084305519356
ENSG00000113248	PCDHB15	0.1	0.807028364439699
ENSG00000113269	RNF130	-0.1	0.424207728840829
ENSG00000113272	THG1L	0.1	0.803774926003647
ENSG00000113273	ARSB	-0.1	0.765876276905186
ENSG00000113282	CLINT1	-0.2	0.301506474036428
ENSG00000113300	CNOT6	0.1	0.754280727645062
ENSG00000113312	TTC1	0.2	0.249320292700196
ENSG00000113318	MSH3	0.1	0.670999839858872
ENSG00000113319	RASGRF2	0.1	0.818567541896653
ENSG00000113356	POLR3G	0.4	0.24427552758225
ENSG00000113360	DROSHA	0.2	0.210642809099826
ENSG00000113369	ARRDC3	-0.3	0.25409156531658
ENSG00000113384	GOLPH3	0.1	0.443585538861849
ENSG00000113387	SUB1	0.3	0.138767735585605
ENSG00000113389	NPR3	-0.7	0.0161898887865336
ENSG00000113391	FAM172A	0.2	0.344654730256036
ENSG00000113396	SLC27A6	0.4	0.423198647828712
ENSG00000113407	TARS1	0.6	1.93200656388134E-8
ENSG00000113430	IRX4	-0.4	0.388296395173248
ENSG00000113448	PDE4D	-0.1	0.835079262531138
ENSG00000113552	GNPDA1	-0.7	2.69085702532202E-7
ENSG00000113558	SKP1	0.1	0.791010688506039
ENSG00000113569	NUP155	-0.2	0.520912144632777
ENSG00000113575	PPP2CA	0.3	0.0196256256461675
ENSG00000113578	FGF1	0.3	0.44737046563751
ENSG00000113580	NR3C1	0.1	0.724060587827373
ENSG00000113583	C5orf15	0.1	0.822828659196306
ENSG00000113593	PPWD1	0.2	0.346078359451237
ENSG00000113594	LIFR	-0.4	0.117214364208306
ENSG00000113597	TRAPPC13	0.3	0.135864408168387
ENSG00000113615	SEC24A	0.2	0.186057547228214
ENSG00000113621	TXNDC15	0.1	0.584502736881919
ENSG00000113638	TTC33	0.2	0.552934763930348
ENSG00000113643	RARS1	0.2	0.269796366506681
ENSG00000113645	WWC1	0.5	0.00215143548343621
