Gene ID	Gene Name	SRR12168547	SRR12168546	SRR12168545	SRR12168544	SRR12168543	SRR12168542	SRR12168541	SRR12168540	SRR12168539	SRR12168538	SRR12168537	SRR12168536
ENSG00000162419	GMEB1	111	132	153	143	138	123	107	131	115	126	122	135
ENSG00000162426	SLC45A1	27	21	26	21	16	35	25	18	9	11	15	10
ENSG00000162430	SELENON	661	648	647	599	561	548	755	686	515	515	686	723
ENSG00000162433	AK4	1372	1389	1496	1483	1329	1264	1264	1284	1103	1103	1108	1083
ENSG00000162434	JAK1	4299	4199	4446	4540	3655	3743	3949	3868	2882	2839	2910	2859
ENSG00000162437	RAVER2	189	180	168	179	142	136	176	166	106	100	124	115
ENSG00000162438	CTRC	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000162441	LZIC	159	158	177	185	131	119	173	147	118	134	105	122
ENSG00000162444	RBP7	0	6	6	8	2	2	5	7	1	2	5	6
ENSG00000162456	KNCN	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162458	FBLIM1	3699	3797	4062	4040	3536	3549	3453	3504	2198	2185	2857	2753
ENSG00000162460	TMEM82	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162461	SLC25A34	3	1	4	4	0	1	0	1	3	4	1	7
ENSG00000162482	AKR7A3	1	0	0	1	0	0	1	0	3	3	0	0
ENSG00000162490	DRAXIN	3	4	8	5	2	5	0	0	0	0	2	1
ENSG00000162493	PDPN	1529	1552	1206	1102	1501	1461	1412	1478	1124	1082	1172	1167
ENSG00000162494	LRRC38	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162496	DHRS3	4079	4074	4172	4087	3440	3330	5060	5035	4745	4758	4558	4645
ENSG00000162510	MATN1	2	0	1	0	1	2	0	0	0	1	1	0
ENSG00000162511	LAPTM5	22	15	17	18	6	16	37	27	15	17	15	12
ENSG00000162512	SDC3	401	415	370	374	290	313	301	303	272	276	330	335
ENSG00000162517	PEF1	1430	1344	1410	1502	1302	1290	1370	1322	982	959	1145	1181
ENSG00000162520	SYNC	176	182	203	181	196	165	200	211	135	155	165	153
ENSG00000162521	RBBP4	1502	1475	1611	1627	1530	1465	1628	1648	1224	1177	1184	1197
ENSG00000162522	KIAA1522	367	388	394	417	315	323	431	436	324	283	410	392
ENSG00000162526	TSSK3	0	0	2	1	0	0	0	0	0	1	0	0
ENSG00000162542	TMCO4	322	287	284	266	239	245	306	299	234	247	287	271
ENSG00000162543	UBXN10	17	15	21	13	11	10	26	24	24	21	8	10
ENSG00000162545	CAMK2N1	368	414	413	417	380	389	529	512	328	335	297	281
ENSG00000162551	ALPL	179	200	92	97	140	180	29	42	17	14	26	35
ENSG00000162552	WNT4	662	692	573	531	478	452	395	414	318	303	342	322
ENSG00000162571	TTLL10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162572	SCNN1D	17	22	16	21	20	12	10	7	5	3	4	6
ENSG00000162576	MXRA8	26	31	13	20	28	30	24	29	18	15	20	32
ENSG00000162585	FAAP20	355	382	343	346	296	268	365	357	288	309	336	353
ENSG00000162591	MEGF6	318	325	299	299	266	274	414	411	282	258	429	368
ENSG00000162592	CCDC27	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162594	IL23R	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000162595	DIRAS3	8	5	12	15	7	9	5	4	5	8	5	3
ENSG00000162598	C1orf87	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162599	NFIA	345	340	361	350	325	298	594	590	402	394	350	381
ENSG00000162600	OMA1	123	92	104	112	104	114	155	165	101	115	87	84
ENSG00000162601	MYSM1	71	58	89	81	81	98	113	117	87	92	73	57
ENSG00000162604	TM2D1	321	313	279	297	310	299	325	379	235	224	217	222
ENSG00000162607	USP1	126	164	157	151	158	164	164	166	113	138	86	77
ENSG00000162613	FUBP1	538	554	606	608	576	551	556	546	385	370	393	396
ENSG00000162614	NEXN	45	40	59	46	53	52	43	77	27	35	34	38
ENSG00000162616	DNAJB4	306	293	268	307	335	358	374	378	311	269	193	189
ENSG00000162618	ADGRL4	39	34	39	47	47	29	13	9	8	4	16	20
ENSG00000162620	LRRIQ3	8	8	8	9	4	5	14	6	4	9	5	6
ENSG00000162621	LRRC53	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162623	TYW3	156	153	141	160	166	153	161	140	113	114	79	99
ENSG00000162624	LHX8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162627	SNX7	758	762	755	786	853	782	1000	939	702	703	492	517
ENSG00000162630	B3GALT2	0	0	1	0	1	0	0	0	0	0	0	2
ENSG00000162631	NTNG1	33	40	40	42	41	52	17	27	16	21	10	24
ENSG00000162636	FAM102B	55	52	46	52	49	69	49	60	51	86	30	47
ENSG00000162639	HENMT1	51	45	49	42	26	34	39	49	30	40	39	30
ENSG00000162641	AKNAD1	1	1	1	2	3	1	0	0	1	0	1	1
ENSG00000162642	C1orf52	216	277	213	204	287	251	267	245	155	153	157	173
ENSG00000162643	DNAI3	34	35	34	55	36	34	55	43	35	29	31	33
ENSG00000162645	GBP2	545	538	660	619	420	395	587	608	340	361	414	419
ENSG00000162650	ATXN7L2	48	40	42	46	40	40	44	37	46	49	39	37
ENSG00000162654	GBP4	101	92	89	91	109	84	117	82	101	86	102	96
ENSG00000162664	ZNF326	198	193	220	198	193	189	193	189	114	121	121	125
ENSG00000162669	HFM1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000162670	BRINP3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162676	GFI1	36	33	20	20	32	24	47	52	31	36	40	42
ENSG00000162685	LSP1P3	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000162687	KCNT2	0	1	0	0	0	0	1	2	0	0	0	0
ENSG00000162688	AGL	334	342	379	350	391	386	467	468	330	316	290	361
ENSG00000162692	VCAM1	12	8	7	14	12	14	10	12	8	6	11	9
ENSG00000162694	EXTL2	96	93	82	91	91	113	108	81	61	48	61	69
ENSG00000162695	SLC30A7	969	917	903	839	947	966	777	810	591	547	518	462
ENSG00000162699	DNAJA1P5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162702	ZNF281	468	424	523	478	482	443	471	435	413	427	397	350
ENSG00000162704	ARPC5	3971	3956	3810	3741	3853	3974	4324	4196	3099	3107	2286	2322
ENSG00000162706	CADM3	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000162711	NLRP3	0	1	4	7	5	2	1	0	2	2	2	0
ENSG00000162714	ZNF496	154	168	152	161	139	123	131	124	114	92	132	127
ENSG00000162722	TRIM58	1	0	1	0	0	0	0	0	1	1	1	0
ENSG00000162723	SLAMF9	27	26	62	33	34	45	16	17	22	22	9	18
ENSG00000162727	OR2M5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162728	KCNJ9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162729	IGSF8	1050	1119	923	924	941	909	1031	994	731	703	898	848
ENSG00000162733	DDR2	3	2	0	2	1	1	2	2	9	0	4	4
ENSG00000162734	PEA15	2543	2529	2588	2467	2754	2651	2089	2110	1464	1421	1630	1574
ENSG00000162735	PEX19	848	829	896	879	844	780	866	862	732	712	639	712
ENSG00000162736	NCSTN	3122	3029	2800	2856	2928	2906	3068	3116	2335	2316	2744	2689
ENSG00000162738	VANGL2	216	246	254	249	185	218	294	321	211	229	234	247
ENSG00000162739	SLAMF6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162745	OLFML2B	0	0	0	0	0	0	2	0	1	0	0	0
ENSG00000162746	FCRLB	26	30	24	26	10	15	24	34	16	19	24	18
ENSG00000162747	FCGR3B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162753	SLC9C2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162755	KLHDC9	61	63	45	54	38	37	66	54	29	20	41	37
ENSG00000162757	C1orf74	664	705	905	814	633	586	418	407	264	276	260	252
ENSG00000162761	LMX1A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162763	LRRC52	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162769	FLVCR1	47	43	55	55	54	48	56	72	37	41	50	43
ENSG00000162771	FAM71A	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162772	ATF3	160	140	345	334	210	195	159	156	100	91	192	192
ENSG00000162775	RBM15	102	94	154	131	119	120	124	124	126	143	152	149
ENSG00000162777	DENND2D	365	357	385	408	325	316	512	516	355	360	401	404
ENSG00000162779	AXDND1	1	0	1	0	1	1	0	0	0	1	0	0
ENSG00000162782	TDRD5	0	0	1	0	1	0	4	0	0	0	0	0
ENSG00000162783	IER5	1480	1482	1519	1622	1205	1188	1685	1644	1467	1536	1572	1636
ENSG00000162804	SNED1	3	5	15	9	5	18	23	27	8	7	17	14
ENSG00000162813	BPNT1	285	280	246	282	228	219	253	241	251	214	167	186
ENSG00000162814	SPATA17	0	3	5	7	2	3	6	6	3	3	0	2
ENSG00000162817	C1orf115	135	129	122	107	110	100	166	164	123	106	153	134
ENSG00000162819	BROX	810	797	705	659	853	853	891	936	605	614	305	344
ENSG00000162825	NBPF20	4	3	2	6	5	2	4	2	6	1	2	4
ENSG00000162836	ACP6	400	423	481	562	373	391	537	535	423	405	360	385
ENSG00000162840	MT2P1	525	524	438	457	493	445	477	535	480	449	555	596
ENSG00000162843	WDR64	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000162849	KIF26B	26	42	33	36	29	31	27	46	26	26	37	34
ENSG00000162851	TFB2M	142	151	139	171	172	120	165	165	166	160	117	120
ENSG00000162852	CNST	301	330	360	370	348	285	345	356	304	266	304	300
ENSG00000162869	PPP1R21	242	230	342	331	296	308	260	268	227	204	171	188
ENSG00000162873	KLHDC8A	0	0	4	1	0	0	0	0	0	0	0	0
ENSG00000162877	PM20D1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000162878	PKDCC	9	7	14	15	16	10	16	9	10	12	5	4
ENSG00000162881	OXER1	14	16	15	18	6	14	11	16	16	5	8	11
ENSG00000162882	HAAO	35	51	38	23	31	46	60	59	30	41	45	48
ENSG00000162885	B3GALNT2	188	184	159	211	172	160	160	195	135	152	153	156
ENSG00000162888	C1orf147	0	1	2	2	0	1	0	1	0	0	0	3
ENSG00000162889	MAPKAPK2	226	235	263	275	292	265	244	273	181	168	182	167
ENSG00000162891	IL20	1	2	4	3	1	2	1	2	2	0	1	1
ENSG00000162892	IL24	10	6	21	8	22	10	9	7	9	9	34	46
ENSG00000162894	FCMR	13	25	22	23	17	6	27	34	22	14	24	19
ENSG00000162896	PIGR	1793	1773	784	727	1553	1494	2246	2159	1489	1455	2936	2862
ENSG00000162897	FCAMR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162909	CAPN2	15300	15295	17482	17343	14411	14311	15469	15804	11017	10635	12401	12459
ENSG00000162910	MRPL55	563	632	641	607	539	507	593	616	527	474	568	568
ENSG00000162913	OBSCN-AS1	1	1	2	4	3	3	2	2	0	1	1	4
ENSG00000162923	WDR26	164	144	126	128	148	157	177	156	132	120	101	85
ENSG00000162924	REL	117	108	85	89	90	109	133	138	102	94	76	93
ENSG00000162927	PUS10	83	80	83	84	72	66	127	129	96	98	73	62
ENSG00000162928	PEX13	752	730	741	741	656	603	825	789	636	607	452	477
ENSG00000162929	KIAA1841	180	218	226	217	221	196	222	254	132	155	112	124
ENSG00000162931	TRIM17	9	17	20	28	18	13	29	24	29	22	18	20
ENSG00000162944	RFTN2	3	2	1	1	0	2	0	0	0	0	0	0
ENSG00000162946	DISC1	12	14	27	38	21	24	16	21	15	21	13	17
ENSG00000162947	LINC01931	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000162949	CAPN13	264	263	164	149	265	251	528	496	312	327	563	569
ENSG00000162951	LRRTM1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162959	MEMO1	14	14	9	6	9	17	27	18	10	11	10	5
ENSG00000162961	DPY30	491	564	534	531	522	491	583	601	466	462	401	371
ENSG00000162971	TYW5	172	180	191	166	165	150	164	177	107	102	69	113
ENSG00000162972	MAIP1	93	96	93	124	105	108	132	106	92	92	80	95
ENSG00000162975	KCNF1	2	1	4	1	3	2	1	1	0	1	0	2
ENSG00000162976	SLC66A3	244	250	251	238	262	252	272	267	206	204	185	206
ENSG00000162980	ARL5A	235	198	184	187	221	199	279	271	180	186	95	121
ENSG00000162981	LRATD1	719	789	1103	1073	714	705	851	880	560	587	477	531
ENSG00000162989	KCNJ3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162992	NEUROD1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162994	CLHC1	58	47	51	35	58	47	52	38	28	39	23	29
ENSG00000162997	PRORSD1P	3	4	6	8	6	3	10	2	4	4	6	1
ENSG00000162998	FRZB	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000162999	DUSP19	16	17	13	27	12	10	17	31	16	9	5	5
ENSG00000163001	CFAP36	203	238	297	307	240	215	245	220	179	164	157	157
ENSG00000163002	NUP35	90	94	86	92	108	91	87	97	85	55	49	58
ENSG00000163006	CCDC138	30	31	59	43	45	35	29	40	37	27	14	18
ENSG00000163009		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163012	ZSWIM2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163013	FBXO41	75	78	86	99	55	44	79	66	61	73	120	91
ENSG00000163016	ALMS1P1	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000163017	ACTG2	6	9	12	12	5	9	1	1	0	0	7	8
ENSG00000163026	WDCP	94	111	131	126	97	95	115	95	106	113	87	75
ENSG00000163029	SMC6	254	235	270	271	240	245	295	269	258	205	178	172
ENSG00000163032	VSNL1	320	282	163	200	184	201	491	497	290	277	190	213
ENSG00000163040	CCDC74A	52	50	50	35	40	46	96	83	49	45	66	44
ENSG00000163041	H3-3A	1176	1150	1117	1196	1013	1032	1209	1192	886	832	972	991
ENSG00000163046	ANKRD30BL	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163050	COQ8A	82	86	129	109	71	78	146	116	150	129	114	103
ENSG00000163053	SLC16A14	82	89	96	97	62	50	85	110	70	61	75	76
ENSG00000163060	TEKT4	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000163064	EN1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163069	SGCB	1189	1175	1057	1027	1178	1146	1114	1092	742	764	686	630
ENSG00000163071	SPATA18	220	212	236	252	226	191	243	270	195	190	190	203
ENSG00000163072	NOSTRIN	16	20	30	35	25	33	25	21	4	9	20	22
ENSG00000163075	CFAP221	3	3	11	2	2	0	2	1	0	0	2	2
ENSG00000163081	CCDC140	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163082	SGPP2	277	274	274	269	184	191	224	239	177	156	207	182
ENSG00000163083	INHBB	1	1	2	2	2	2	0	1	3	2	4	1
ENSG00000163092	XIRP2	0	0	0	0	0	2	1	0	1	1	0	0
ENSG00000163093	BBS5	24	23	34	30	39	39	49	25	31	22	43	27
ENSG00000163098	BIRC8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163104	SMARCAD1	342	264	306	338	320	316	304	277	242	231	202	178
ENSG00000163106	HPGDS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163110	PDLIM5	2269	2318	2284	2165	2011	1977	2111	2191	1353	1363	1589	1519
ENSG00000163114	PDHA2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163116	STPG2	0	1	0	0	0	1	2	2	1	0	0	0
ENSG00000163121	NEURL3	127	137	105	139	116	122	268	273	251	223	342	282
ENSG00000163125	RPRD2	333	295	378	364	315	326	371	366	311	290	335	312
ENSG00000163126	ANKRD23	2	0	0	1	1	1	2	1	1	0	0	0
ENSG00000163131	CTSS	504	505	657	603	539	463	528	558	549	483	386	424
ENSG00000163132	MSX1	15	15	21	36	17	17	14	12	10	12	21	8
ENSG00000163138	PACRGL	84	70	75	54	58	71	65	73	59	51	57	41
ENSG00000163141	BNIPL	9	10	3	9	13	12	10	5	3	4	3	2
ENSG00000163145	C1QTNF7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163154	TNFAIP8L2	0	1	1	0	0	0	2	2	0	1	0	1
ENSG00000163155	LYSMD1	7	8	5	9	10	8	16	13	6	6	6	7
ENSG00000163156	SCNM1	382	346	433	443	337	334	331	324	257	253	293	317
ENSG00000163157	TMOD4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163159	VPS72	614	575	662	682	509	483	537	549	432	410	484	472
ENSG00000163161	ERCC3	884	912	1226	1057	880	891	1078	1032	804	806	891	862
ENSG00000163162	RNF149	1748	1743	1743	1675	1628	1631	1876	1995	1501	1490	1345	1386
ENSG00000163166	IWS1	575	568	677	693	518	517	630	602	470	502	485	522
ENSG00000163170	BOLA3	259	248	215	225	230	271	225	212	168	169	157	134
ENSG00000163171	CDC42EP3	1728	1698	1698	1644	1505	1400	2125	2036	1405	1413	1355	1347
ENSG00000163191	S100A11	17390	17588	15268	15126	15540	15566	18464	18101	12715	12603	14866	14549
ENSG00000163202	LCE3D	2	1	5	3	1	3	0	0	2	4	2	1
ENSG00000163206	SMCP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163207	IVL	1095	1051	1451	1492	1053	1027	585	505	258	240	316	298
ENSG00000163209	SPRR3	37	51	47	29	32	40	16	9	3	7	13	11
ENSG00000163214	DHX57	188	194	204	202	182	184	182	203	147	167	189	158
ENSG00000163216	SPRR2D	1332	1258	1193	1201	1020	999	90	104	55	52	58	65
ENSG00000163217	BMP10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163218	PGLYRP4	981	927	659	615	797	805	301	303	191	199	217	226
ENSG00000163219	ARHGAP25	37	41	51	58	43	40	44	53	29	26	37	35
ENSG00000163220	S100A9	21869	21812	14788	14614	14504	14485	6144	6120	4698	4619	4713	4510
ENSG00000163221	S100A12	87	101	58	65	60	73	11	14	10	13	15	10
ENSG00000163235	TGFA	2455	2558	2532	2488	2496	2661	1552	1525	1090	1091	1414	1367
ENSG00000163239	TDRD10	0	0	0	0	0	1	1	0	0	0	2	2
ENSG00000163249	CCNYL1	142	171	141	125	169	174	140	148	86	105	104	113
ENSG00000163251	FZD5	167	150	150	175	130	143	198	189	121	146	154	170
ENSG00000163254	CRYGC	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163257	DCAF16	85	80	88	87	58	61	92	76	105	88	64	47
ENSG00000163263	C1orf189	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163273	NPPC	0	2	2	0	3	2	2	0	0	3	0	0
ENSG00000163281	GNPDA2	275	250	273	279	277	317	278	294	226	246	161	168
ENSG00000163283	ALPP	0	0	1	6	9	5	22	24	8	12	15	23
ENSG00000163285	GABRG1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163286	ALPG	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000163288	GABRB1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163291	PAQR3	239	242	263	243	277	252	254	269	192	187	126	141
ENSG00000163293	NIPAL1	134	155	135	149	118	143	131	107	60	63	64	70
ENSG00000163295	ALPI	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000163297	ANTXR2	1491	1587	1839	1801	1775	1789	1247	1259	867	883	1089	1108
ENSG00000163312	HELQ	80	75	113	106	100	88	87	104	77	76	75	72
ENSG00000163319	MRPS18C	118	137	103	112	125	141	127	117	79	90	84	74
ENSG00000163320	CGGBP1	701	695	744	689	695	665	739	758	549	566	516	506
ENSG00000163322	ABRAXAS1	8	28	16	19	17	10	22	20	17	16	9	18
ENSG00000163328	GPR155	188	194	186	182	238	244	196	216	182	176	151	152
ENSG00000163331	DAPL1	8	8	0	2	4	3	18	15	3	3	3	3
ENSG00000163344	PMVK	345	376	316	351	320	306	370	361	215	213	312	315
ENSG00000163346	PBXIP1	1747	1847	1739	1735	1436	1367	2014	2140	1399	1428	1754	1755
ENSG00000163347	CLDN1	7433	7327	7353	7333	6646	6691	8027	8132	5802	5809	5408	5289
ENSG00000163348	PYGO2	425	378	461	445	354	347	446	424	355	353	394	389
ENSG00000163349	HIPK1	202	214	219	184	156	174	185	175	166	144	179	204
ENSG00000163352	LENEP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163354	DCST2	1	0	5	4	5	2	2	3	2	0	1	1
ENSG00000163357	DCST1	4	0	0	0	1	1	1	1	1	1	1	1
ENSG00000163359	COL6A3	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000163362	INAVA	1569	1546	1735	1717	1398	1445	1113	1106	803	855	1110	1070
ENSG00000163364	LINC01116	9	7	4	2	6	6	19	20	5	9	5	7
ENSG00000163374	YY1AP1	187	215	194	228	195	194	206	180	191	181	182	184
ENSG00000163376	KBTBD8	17	14	26	18	18	29	12	14	14	9	7	5
ENSG00000163377	TAFA4	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000163378	EOGT	791	746	717	711	677	705	836	762	558	529	493	493
ENSG00000163380	LMOD3	1	1	0	0	1	1	1	0	1	1	3	0
ENSG00000163382	NAXE	1135	1109	1177	1213	911	914	1205	1198	981	946	1047	1057
ENSG00000163389	POGLUT1	285	278	260	228	241	267	340	301	211	185	181	145
ENSG00000163393	SLC22A15	202	248	215	204	225	231	314	316	265	288	251	239
ENSG00000163394	CCKAR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163395	IGFN1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163399	ATP1A1	2700	2881	2773	2748	2210	2340	4301	4149	3234	3159	3426	3308
ENSG00000163406	SLC15A2	571	582	536	514	579	546	810	727	571	578	673	650
ENSG00000163412	EIF4E3	238	248	277	271	248	256	255	231	192	203	156	146
ENSG00000163421	PROK2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163424	TEX55	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163428	LRRC58	311	307	269	257	287	313	334	347	267	277	174	181
ENSG00000163430	FSTL1	2625	2625	2809	2731	2662	2666	1979	1952	1701	1607	1573	1742
ENSG00000163431	LMOD1	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000163435	ELF3	1409	1346	1500	1445	1034	1091	1649	1705	1498	1534	1598	1608
ENSG00000163440	PDCL2	2	0	0	0	0	0	0	0	1	0	0	0
ENSG00000163444	TMEM183A	563	616	677	597	515	489	604	655	501	486	509	511
ENSG00000163449	TMEM169	1	7	3	11	5	3	3	3	2	0	9	7
ENSG00000163453	IGFBP7	13084	13082	12088	11824	12839	12631	15073	15287	12058	11889	10793	10620
ENSG00000163462	TRIM46	54	48	67	62	56	62	62	44	45	38	34	46
ENSG00000163463	KRTCAP2	8	6	8	7	6	5	8	6	6	6	2	1
ENSG00000163464	CXCR1	1	0	1	0	0	0	0	0	1	0	0	0
ENSG00000163466	ARPC2	10524	10694	11438	11199	10489	10468	10493	10176	7506	7540	8185	8076
ENSG00000163467	TSACC	11	2	5	9	4	9	3	14	2	4	1	5
ENSG00000163468	CCT3	3153	3101	3633	3648	2861	2899	2960	3035	2453	2468	2587	2518
ENSG00000163472	TMEM79	350	337	321	373	272	303	284	265	165	203	187	206
ENSG00000163479	SSR2	1202	1142	1171	1175	1118	1131	923	955	666	628	750	761
ENSG00000163481	RNF25	377	374	452	431	359	383	330	359	310	280	352	307
ENSG00000163482	STK36	167	182	217	209	207	207	233	218	115	133	133	163
ENSG00000163485	ADORA1	7	6	16	14	7	11	32	31	24	30	25	27
ENSG00000163491	NEK10	4	1	5	2	1	2	3	3	0	0	3	2
ENSG00000163492	CCDC141	1	0	1	0	0	0	0	2	1	0	0	0
ENSG00000163497	FEV	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163499	CRYBA2	0	0	0	0	0	0	3	0	0	0	2	0
ENSG00000163501	IHH	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000163507	CIP2A	28	31	55	40	35	28	52	38	26	32	19	20
ENSG00000163508	EOMES	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163510	CWC22	256	250	331	361	256	274	289	265	248	219	189	237
ENSG00000163512	AZI2	293	274	402	381	311	310	393	354	287	257	267	261
ENSG00000163513	TGFBR2	5952	5747	6057	6136	6220	6443	4348	4341	3206	3251	3555	3513
ENSG00000163515	RETNLB	0	1	0	0	1	0	1	1	0	0	0	0
ENSG00000163516	ANKZF1	742	708	815	798	687	620	866	877	660	688	793	772
ENSG00000163517	HDAC11	594	563	596	563	471	497	584	556	412	444	500	469
ENSG00000163518	FCRL4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163519	TRAT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163520	FBLN2	142	154	98	117	145	143	274	253	157	169	199	193
ENSG00000163521	GLB1L	36	42	29	21	30	30	40	30	21	28	27	38
ENSG00000163527	STT3B	2258	2248	2497	2368	2180	2189	3067	2949	2323	2315	1838	1968
ENSG00000163528	CHCHD4	159	180	178	169	146	168	180	215	175	159	156	155
ENSG00000163530	DPPA2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163531	NFASC	39	37	54	54	40	50	96	119	51	66	98	64
ENSG00000163534	FCRL1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163535	SGO2	14	21	24	23	24	20	19	31	29	25	5	9
ENSG00000163536	SERPINI1	54	66	75	77	45	65	73	74	56	54	38	52
ENSG00000163539	CLASP2	631	576	713	727	571	605	633	632	498	506	446	422
ENSG00000163541	SUCLG1	508	466	534	518	459	498	577	503	397	377	385	379
ENSG00000163545	NUAK2	279	232	342	350	254	213	290	260	295	294	252	225
ENSG00000163554	SPTA1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163558	PRKCI	1177	1217	1314	1292	1283	1247	1386	1457	1182	1154	974	926
ENSG00000163563	MNDA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163564	PYHIN1	1	0	6	2	1	0	1	2	5	3	2	5
ENSG00000163565	IFI16	488	529	519	494	429	454	865	859	626	626	511	478
ENSG00000163568	AIM2	11	7	7	8	14	5	5	3	4	2	5	0
ENSG00000163576	EFHB	0	1	1	1	0	0	0	0	0	0	0	0
ENSG00000163577	EIF5A2	174	188	172	144	220	230	153	186	104	90	89	108
ENSG00000163581	SLC2A2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163584	RPL22L1	20	33	25	18	38	53	27	42	29	25	31	31
ENSG00000163586	FABP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163590	PPM1L	29	39	26	27	39	39	60	59	29	30	44	40
ENSG00000163596	ICA1L	26	31	28	27	24	32	19	33	14	17	17	12
ENSG00000163597	SNHG16	417	436	392	411	378	354	357	336	265	303	273	274
ENSG00000163599	CTLA4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163600	ICOS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163602	RYBP	49	41	36	45	48	60	60	64	41	48	24	36
ENSG00000163605	PPP4R2	623	592	625	601	633	685	679	702	494	521	364	340
ENSG00000163606	CD200R1	13	14	3	11	8	13	38	25	26	15	16	18
ENSG00000163607	GTPBP8	100	116	125	138	104	116	97	118	100	69	77	71
ENSG00000163608	NEPRO	225	193	231	227	192	168	219	232	177	161	140	173
ENSG00000163611	SPICE1	12	19	10	13	16	17	22	14	12	8	14	10
ENSG00000163612	FAM86KP	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000163617	CCDC191	24	15	29	19	13	19	28	18	9	5	12	14
ENSG00000163618	CADPS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163623	NKX6-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163624	CDS1	629	601	701	672	635	617	691	678	505	503	428	462
